File name	m013_cohortA_BEEG02_day1.kcd
Result analysis file name	m013_cohortA_BEEG02_day1_2p.raf
Subject	m013_cohortA_01_29_2
Gender	
Age
Memo
Free comment 1	Patient identificati	
Free comment 2	Recording identifica	
Free comment 3	Start time	01/30/2021 13:10:15
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

Time Division(1:00:00) Start(1/30/2021 13:10:15) Channel(BEEG02EEG)	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	

Stage	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	
Hz	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	mV^2	
17.578125	0.000007	0.000006	0.000006	0.000006	0.000007	0.000008	0.000007	0.000008	0.000006	0.000007	0.000007	0.000006	0.000007	0.000006	0.000006	0.000006	0.000006	0.000006	0.000006	0.000006	0.000006	0.000007	0.000007	0.000007	
18.554688	0.000006	0.000006	0.000005	0.000006	0.000006	0.000007	0.000006	0.000007	0.000006	0.000007	0.000006	0.000006	0.000006	0.000006	0.000006	0.000006	0.000005	0.000006	0.000006	0.000006	0.000006	0.000007	0.000007	0.000007	
19.531250	0.000006	0.000005	0.000005	0.000005	0.000005	0.000007	0.000006	0.000007	0.000006	0.000006	0.000006	0.000006	0.000005	0.000005	0.000006	0.000006	0.000005	0.000005	0.000006	0.000006	0.000006	0.000007	0.000006	0.000006	
20.507813	0.000006	0.000005	0.000005	0.000005	0.000005	0.000006	0.000006	0.000006	0.000006	0.000006	0.000006	0.000006	0.000005	0.000005	0.000006	0.000005	0.000005	0.000005	0.000006	0.000005	0.000006	0.000008	0.000007	0.000006	
21.484375	0.000005	0.000005	0.000005	0.000005	0.000005	0.000006	0.000005	0.000006	0.000005	0.000006	0.000006	0.000005	0.000005	0.000005	0.000006	0.000005	0.000005	0.000005	0.000005	0.000005	0.000006	0.000008	0.000007	0.000006	
22.460938	0.000005	0.000005	0.000006	0.000005	0.000005	0.000006	0.000005	0.000006	0.000005	0.000006	0.000006	0.000005	0.000005	0.000005	0.000006	0.000005	0.000005	0.000005	0.000006	0.000006	0.000007	0.000009	0.000007	0.000006	
23.437500	0.000005	0.000005	0.000006	0.000005	0.000005	0.000006	0.000005	0.000005	0.000005	0.000006	0.000007	0.000005	0.000005	0.000005	0.000006	0.000005	0.000006	0.000005	0.000006	0.000005	0.000007	0.000009	0.000007	0.000006	
24.414063	0.000005	0.000005	0.000005	0.000005	0.000005	0.000006	0.000005	0.000005	0.000005	0.000006	0.000007	0.000006	0.000005	0.000005	0.000006	0.000005	0.000005	0.000005	0.000006	0.000006	0.000007	0.000010	0.000007	0.000006	
25.390625	0.000005	0.000005	0.000005	0.000005	0.000005	0.000006	0.000005	0.000006	0.000005	0.000006	0.000006	0.000005	0.000005	0.000005	0.000006	0.000005	0.000006	0.000005	0.000006	0.000006	0.000007	0.000010	0.000008	0.000006	
26.367188	0.000005	0.000005	0.000006	0.000005	0.000005	0.000006	0.000005	0.000006	0.000005	0.000006	0.000006	0.000006	0.000005	0.000006	0.000006	0.000005	0.000007	0.000005	0.000006	0.000006	0.000007	0.000009	0.000008	0.000006	
27.343750	0.000005	0.000005	0.000006	0.000005	0.000005	0.000006	0.000005	0.000006	0.000005	0.000006	0.000007	0.000006	0.000005	0.000006	0.000007	0.000005	0.000007	0.000005	0.000006	0.000006	0.000007	0.000009	0.000008	0.000006	
28.320313	0.000005	0.000005	0.000007	0.000006	0.000005	0.000006	0.000005	0.000006	0.000005	0.000006	0.000007	0.000006	0.000005	0.000006	0.000007	0.000005	0.000007	0.000005	0.000007	0.000007	0.000007	0.000009	0.000009	0.000006	
29.296875	0.000006	0.000006	0.000006	0.000006	0.000006	0.000007	0.000005	0.000006	0.000005	0.000006	0.000007	0.000006	0.000006	0.000006	0.000007	0.000006	0.000007	0.000006	0.000007	0.000007	0.000007	0.000010	0.000009	0.000007	
30.273438	0.000006	0.000006	0.000006	0.000006	0.000006	0.000007	0.000005	0.000006	0.000005	0.000006	0.000007	0.000007	0.000006	0.000006	0.000007	0.000006	0.000007	0.000006	0.000008	0.000007	0.000008	0.000009	0.000009	0.000007	
31.250000	0.000006	0.000006	0.000005	0.000007	0.000006	0.000007	0.000006	0.000007	0.000005	0.000007	0.000007	0.000007	0.000006	0.000006	0.000007	0.000006	0.000007	0.000006	0.000008	0.000007	0.000008	0.000010	0.000009	0.000007	
32.226563	0.000006	0.000007	0.000006	0.000007	0.000006	0.000008	0.000006	0.000007	0.000006	0.000007	0.000007	0.000007	0.000007	0.000007	0.000008	0.000007	0.000006	0.000007	0.000009	0.000008	0.000008	0.000010	0.000009	0.000007	
33.203125	0.000006	0.000007	0.000005	0.000007	0.000007	0.000008	0.000006	0.000008	0.000006	0.000007	0.000008	0.000007	0.000007	0.000007	0.000008	0.000007	0.000006	0.000007	0.000008	0.000008	0.000008	0.000009	0.000010	0.000008	
34.179688	0.000006	0.000007	0.000004	0.000008	0.000007	0.000009	0.000006	0.000008	0.000006	0.000007	0.000008	0.000008	0.000007	0.000007	0.000008	0.000007	0.000006	0.000007	0.000008	0.000008	0.000008	0.000009	0.000009	0.000008	
35.156250	0.000007	0.000007	0.000004	0.000008	0.000007	0.000009	0.000007	0.000008	0.000006	0.000007	0.000008	0.000008	0.000007	0.000006	0.000008	0.000007	0.000006	0.000007	0.000008	0.000008	0.000007	0.000008	0.000010	0.000008	
36.132813	0.000007	0.000007	0.000004	0.000007	0.000007	0.000009	0.000007	0.000008	0.000006	0.000007	0.000008	0.000008	0.000006	0.000006	0.000008	0.000007	0.000006	0.000007	0.000008	0.000008	0.000007	0.000007	0.000009	0.000008	
37.109375	0.000007	0.000007	0.000003	0.000007	0.000007	0.000009	0.000007	0.000008	0.000006	0.000007	0.000007	0.000008	0.000006	0.000006	0.000008	0.000007	0.000006	0.000007	0.000008	0.000008	0.000006	0.000006	0.000009	0.000008	
38.085938	0.000006	0.000007	0.000003	0.000007	0.000007	0.000009	0.000007	0.000008	0.000007	0.000007	0.000006	0.000007	0.000006	0.000006	0.000008	0.000007	0.000005	0.000006	0.000007	0.000008	0.000006	0.000006	0.000009	0.000008	
39.062500	0.000006	0.000007	0.000003	0.000007	0.000006	0.000009	0.000007	0.000009	0.000007	0.000007	0.000006	0.000008	0.000006	0.000006	0.000008	0.000007	0.000004	0.000006	0.000006	0.000008	0.000006	0.000005	0.000009	0.000008	
40.039063	0.000006	0.000006	0.000003	0.000007	0.000006	0.000009	0.000007	0.000009	0.000007	0.000007	0.000006	0.000007	0.000005	0.000005	0.000008	0.000007	0.000004	0.000007	0.000006	0.000007	0.000006	0.000005	0.000008	0.000008	
41.015625	0.000006	0.000006	0.000003	0.000006	0.000006	0.000009	0.000006	0.000009	0.000007	0.000007	0.000006	0.000007	0.000005	0.000005	0.000007	0.000007	0.000004	0.000006	0.000005	0.000007	0.000005	0.000005	0.000008	0.000008	
41.992188	0.000006	0.000006	0.000002	0.000006	0.000006	0.000008	0.000006	0.000009	0.000007	0.000007	0.000006	0.000007	0.000005	0.000005	0.000007	0.000007	0.000004	0.000006	0.000005	0.000007	0.000005	0.000004	0.000008	0.000007	
42.968750	0.000006	0.000006	0.000002	0.000006	0.000006	0.000008	0.000006	0.000009	0.000007	0.000007	0.000005	0.000007	0.000005	0.000005	0.000006	0.000006	0.000003	0.000006	0.000004	0.000007	0.000005	0.000004	0.000007	0.000007	
43.945313	0.000006	0.000006	0.000002	0.000005	0.000005	0.000007	0.000006	0.000008	0.000007	0.000006	0.000005	0.000007	0.000005	0.000004	0.000006	0.000006	0.000003	0.000005	0.000004	0.000006	0.000004	0.000003	0.000006	0.000007	
44.921875	0.000005	0.000005	0.000002	0.000005	0.000005	0.000007	0.000006	0.000008	0.000007	0.000006	0.000005	0.000006	0.000005	0.000004	0.000005	0.000005	0.000003	0.000005	0.000004	0.000006	0.000004	0.000003	0.000005	0.000006	
45.898438	0.000005	0.000004	0.000002	0.000004	0.000005	0.000006	0.000005	0.000007	0.000006	0.000006	0.000004	0.000005	0.000005	0.000004	0.000005	0.000005	0.000003	0.000004	0.000004	0.000005	0.000003	0.000003	0.000005	0.000006	
46.875000	0.000004	0.000004	0.000002	0.000004	0.000004	0.000006	0.000005	0.000007	0.000006	0.000005	0.000004	0.000005	0.000004	0.000003	0.000004	0.000004	0.000003	0.000004	0.000003	0.000004	0.000003	0.000003	0.000004	0.000005	
47.851563	0.000004	0.000004	0.000002	0.000004	0.000004	0.000005	0.000005	0.000006	0.000005	0.000005	0.000004	0.000004	0.000004	0.000003	0.000004	0.000004	0.000003	0.000004	0.000003	0.000004	0.000003	0.000003	0.000004	0.000005	
48.828125	0.000004	0.000003	0.000002	0.000003	0.000004	0.000004	0.000004	0.000005	0.000005	0.000004	0.000004	0.000004	0.000004	0.000003	0.000004	0.000004	0.000002	0.000003	0.000003	0.000003	0.000002	0.000002	0.000003	0.000004	
49.804688	0.000003	0.000003	0.000002	0.000003	0.000003	0.000004	0.000004	0.000005	0.000004	0.000004	0.000003	0.000003	0.000004	0.000003	0.000003	0.000003	0.000002	0.000003	0.000002	0.000003	0.000002	0.000002	0.000003	0.000004	
50.781250	0.000003	0.000003	0.000002	0.000003	0.000003	0.000004	0.000004	0.000004	0.000004	0.000004	0.000003	0.000003	0.000003	0.000002	0.000003	0.000003	0.000002	0.000003	0.000002	0.000003	0.000002	0.000002	0.000003	0.000004	
51.757813	0.000003	0.000003	0.000002	0.000003	0.000003	0.000003	0.000003	0.000004	0.000004	0.000003	0.000003	0.000003	0.000003	0.000002	0.000003	0.000003	0.000002	0.000003	0.000002	0.000003	0.000002	0.000002	0.000003	0.000003	
52.734375	0.000003	0.000002	0.000001	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000002	0.000003	0.000003	0.000002	0.000003	0.000002	0.000003	0.000002	0.000002	0.000003	0.000003	
53.710938	0.000003	0.000002	0.000001	0.000002	0.000002	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000002	0.000002	0.000003	0.000002	0.000002	0.000002	0.000003	0.000002	0.000002	0.000003	0.000003	
54.687500	0.000002	0.000002	0.000001	0.000002	0.000002	0.000003	0.000003	0.000003	0.000003	0.000003	0.000002	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000003	0.000003	
55.664063	0.000002	0.000002	0.000001	0.000002	0.000002	0.000003	0.000003	0.000003	0.000003	0.000003	0.000002	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000003	
56.640625	0.000002	0.000002	0.000001	0.000002	0.000002	0.000002	0.000002	0.000003	0.000003	0.000002	0.000002	0.000002	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000003	
57.617188	0.000002	0.000002	0.000001	0.000002	0.000002	0.000002	0.000002	0.000002	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	
58.593750	0.000002	0.000002	0.000001	0.000002	0.000002	0.000002	0.000002	0.000002	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000002	0.000002	
59.570313	0.000002	0.000002	0.000001	0.000002	0.000002	0.000002	0.000002	0.000002	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	
60.546875	0.000002	0.000002	0.000001	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000002	0.000002	0.000002	
61.523438	0.000002	0.000002	0.000001	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000002	0.000002	0.000001	0.000002	0.000001	0.000002	0.000001	0.000001	0.000002	0.000002	
62.500000	0.000002	0.000001	0.000001	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000002	0.000002	0.000001	0.000002	0.000001	0.000002	0.000001	0.000001	0.000002	0.000002	
63.476563	0.000002	0.000001	0.000001	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000002	0.000002	0.000001	0.000002	0.000002	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000002	
64.453125	0.000001	0.000001	0.000001	0.000001	0.000001	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000002	0.000002	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000002	
65.429688	0.000001	0.000001	0.000001	0.000001	0.000001	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000002	
66.406250	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000002	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
67.382813	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000002	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
68.359375	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
69.335938	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
70.312500	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
71.289063	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
72.265625	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
73.242188	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
74.218750	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
75.195313	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
76.171875	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
77.148438	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
78.125000	0.000001	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
79.101563	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	
80.078125	0.000001	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	
81.054688	0.000001	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	
82.031250	0.000001	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000000	0.000001	0.000001	
83.007813	0.000001	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000000	0.000001	0.000001	
83.984375	0.000001	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000000	0.000000	0.000001	0.000001	
84.960938	0.000001	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000001	0.000001	
85.937500	0.000001	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.000000	0.000001	0.000001	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000001	0.000001	
86.914063	0.000001	0.000000	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.000000	0.000001	0.000001	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000000	0.000001	
87.890625	0.000000	0.000001	0.000000	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.000000	0.000001	0.000001	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000000	0.000001	
88.867188	0.000000	0.000001	0.000000	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	
89.843750	0.000000	0.000000	0.000000	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	
90.820313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	
91.796875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000001	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	
92.773438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	
93.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	
94.726563	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
95.703125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
96.679688	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
97.656250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
98.632813	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
99.609375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
